,Kaina,Markė,Modelis,Metai,Kuro tipas,"Darbinis tūris, l.","Galia, kW",Rida,Kėbulo tipas,Pavarų dėžė,Defektai,Vairo padėtis,Durų skaičius
1569,10500,Mini,1000,1986,,1.0,,,Hečbekas,Mechaninė,Kiti stambūs defektai,Kairėje,
1570,2499,Toyota,Corolla,2005,Benzinas,1.6,81,213000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1571,3499,Volvo,XC90,2004,Dyzelinas,2.4,120,313000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1572,2699,Renault,Espace,2008,Dyzelinas,3.0,133,319000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1573,13500,Volkswagen,Golf,1983,,1.3,,,Hečbekas,Mechaninė,,,2/3
1574,1199,Volvo,V40,2003,Dyzelinas,1.9,75,317000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1575,12500,Mini,1000,1987,Benzinas,1.0,,,Hečbekas,Automatinė,Kiti stambūs defektai,Kairėje,2/3
1576,1000,BMW,520,2001,Dyzelinas,2.0,100,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1577,750,Citroen,C5,2001,Benzinas/Dujos,3.0,152,334000,Sedanas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
1578,3000,BMW,118,2009,Benzinas,2.0,105,166901,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1579,550,Ford,Mondeo,2005,Benzinas/Dujos,2.0,107,,Universalas,Mechaninė,,,
1580,2450,Skoda,Octavia,2006,Dyzelinas,1.9,77,,Universalas,Mechaninė,,Kairėje,4/5
1581,29900,BMW,X1,2020,Benzinas,2.0,170,19333,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1582,6900,Audi,Q7,2007,Dyzelinas,4.1,240,304233,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1583,4900,Opel,Antara,2007,Dyzelinas,2.0,110,278258,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1584,19900,BMW,Z4,2003,Benzinas,3.0,170,79409,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
1585,9900,Mercedes Benz,ML300,2011,Dyzelinas,3.0,150,345000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1586,40500,Mercedes Benz,GLB250,2021,Benzinas,2.0,165,29798,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1587,14900,BMW,218 Gran Tourer,2017,Dyzelinas,2.0,110,194013,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1588,2000,Hyundai,i20,2010,Benzinas,1.3,57,164000,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
1589,27900,Mercedes Benz,ML350,2015,Dyzelinas,3.0,190,54388,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1590,4900,Ford,Fiesta,2016,Benzinas,1.2,60,243654,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1591,3900,Skoda,Yeti,2011,Dyzelinas,2.0,81,370528,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1592,7500,Toyota,Auris,2014,Benzinas,1.6,97,234917,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1593,6900,Seat,Leon,2015,Dyzelinas,1.6,77,201681,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1594,4900,Opel,Antara,2014,Benzinas,2.4,123,236776,Visureigis,Automatinė,Variklio defektas,Kairėje,4/5
1595,7900,Skoda,Yeti,2015,Dyzelinas,2.0,81,252223,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1596,6900,Honda,Accord,2014,Benzinas,2.0,115,255898,Universalas,Automatinė,Be defektų,Kairėje,4/5
1597,5900,Ford,C-MAX,2015,Dyzelinas,1.5,88,213071,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1598,7900,Nissan,Qashqai,2015,Dyzelinas,1.5,81,256125,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1599,4900,Volkswagen,Passat,2014,Benzinas,1.4,118,247507,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1600,8900,Nissan,Qashqai,2016,Dyzelinas,1.5,81,214182,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1601,9900,Nissan,X-Trail,2015,Dyzelinas,1.6,96,348115,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1602,21499,Skoda,Superb,2018,Benzinas,1.4,110,70850,Universalas,Automatinė,Be defektų,Kairėje,4/5
1603,17700,Jaguar,XE,2016,Dyzelinas,2.0,132,134950,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1604,22500,Hyundai,Kona,2021,Benzinas/Elektra,1.6,177,25000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1605,8900,Mitsubishi,Outlander,2010,,2.3,130,249000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1606,800,Volkswagen,Sharan,1998,Dyzelinas,1.9,81,450000,Minivenas,Mechaninė,Be defektų,Kairėje,4/5
1607,2600,Seat,Altea,2005,Benzinas,1.6,76,247700,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1608,7700,Volvo,S80,2010,Dyzelinas,2.4,151,,Sedanas,Automatinė,,,
1609,9900,BMW,X5,2007,Benzinas,3.0,,192000,Visureigis,Automatinė,,,
1610,699,Mercedes Benz,C200,2001,Benzinas,2.0,120,229710,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1611,1049,Volkswagen,Transporter,1994,Dyzelinas,2.4,57,461000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1612,849,Volvo,S80,1999,Benzinas,2.4,103,370000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1613,800,BMW,316,2005,Benzinas,1.8,,,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
1614,2850,Audi,A6,2007,Dyzelinas,2.0,,350000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1615,34900,BMW,750,2016,Benzinas,4.4,330,87200,,Automatinė,Be defektų,Kairėje,4/5
1616,4300,BMW,320,2005,Dyzelinas,2.0,120,378000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1617,799,Skoda,Octavia,2006,Dyzelinas,1.9,77,275000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1618,7000,Mazda,RX-7,1995,Benzinas,1.3,206,,Kupė/Sportas,Mechaninė,Smulkūs kėbulo defektai,Dešinėje,2/3
1619,17500,Peugeot,3008,2017,Benzinas,1.2,96,45000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1620,949,Audi,A4,2001,Dyzelinas,1.9,96,479000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1621,999,Honda,Civic,2005,Benzinas,1.6,81,213345,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1622,1199,Mazda,6,2006,Benzinas,2.3,122,252910,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1623,999,Chevrolet,Epica,2008,Dyzelinas,2.0,110,231330,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1624,1099,Audi,A4,2006,Dyzelinas,2.0,103,362710,Universalas,Automatinė,Be defektų,Kairėje,4/5
1625,599,Kia,Cerato,2004,Dyzelinas,2.0,83,250000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1626,999,Toyota,Avensis,2004,Benzinas,2.0,108,312390,Universalas,Automatinė,Be defektų,Kairėje,4/5
1627,1599,Nissan,X-Trail,2004,Dyzelinas,2.2,100,240000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1628,1699,Volkswagen,Passat,2007,Dyzelinas,2.0,125,261000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1629,1399,Volkswagen,Touran,2004,Dyzelinas,1.9,77,388897,Universalas,Automatinė,Be defektų,Kairėje,4/5
1630,1199,Volkswagen,Bora,1999,Benzinas,2.0,85,178970,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1631,549,Toyota,Yaris,1999,Benzinas,1.0,50,280000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1632,1399,Toyota,Corolla,2002,Benzinas,1.4,71,327571,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1633,1099,Toyota,Avensis,2000,Benzinas,2.0,110,323000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1634,1199,Alfa Romeo,156,2005,Dyzelinas,1.9,110,282430,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1635,2350,Audi,A4,2003,Dyzelinas,1.9,96,268000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1636,999,Suzuki,Liana,2002,Benzinas,1.6,78,287500,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1637,799,Renault,Megane,2003,Benzinas,1.6,83,247600,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1638,899,Peugeot,307,2003,Benzinas,1.6,80,294220,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1639,1499,Opel,Zafira,2006,Kita,1.6,69,245530,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1640,1399,Mercedes Benz,E220,2004,Dyzelinas,2.1,110,648700,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1641,1099,Mercedes Benz,200,1992,Dyzelinas,2.0,55,395415,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1642,1099,Mazda,6,2002,Benzinas,2.0,104,245530,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1643,1099,Jaguar,X-Type,2006,Dyzelinas,2.0,96,359800,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1644,699,Hyundai,Matrix,2003,Benzinas,1.6,76,235051,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1645,999,Honda,FR-V,2006,Benzinas,2.0,110,215300,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1646,1099,Ford,Transit,2004,Dyzelinas,1.8,66,273500,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1647,450,Ford,Mondeo,2006,Dyzelinas,2.0,96,280000,Universalas,Mechaninė,Kiti stambūs defektai,Kairėje,4/5
1648,1799,Audi,A4,2003,Benzinas,1.8,140,466603,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1649,1199,Ford,Focus,2009,Dyzelinas,1.6,80,467991,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1650,899,Dacia,Logan,2007,Benzinas,1.4,55,183810,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1651,1299,Dodge,Caliber,2007,Dyzelinas,2.0,103,305000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1652,1499,Citroen,C4,2008,Dyzelinas,1.6,80,300690,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1653,599,Audi,A4,1998,Dyzelinas,1.9,81,392820,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1654,1399,Audi,A4,2004,Dyzelinas,2.5,120,336786,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1655,699,Audi,A3,1998,Benzinas,1.6,74,267341,Hečbekas,Automatinė,Be defektų,Kairėje,2/3
1656,2400,Subaru,Legacy,2005,Benzinas/Dujos,2.0,121,268860,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1657,2799,Toyota,Auris,2008,Dyzelinas,1.4,66,202000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1658,2500,Volkswagen,Transporter,1999,Dyzelinas,1.9,50,200000,Pikapas,Mechaninė,Be defektų,Kairėje,2/3
1659,1499,Peugeot,207,2008,Benzinas,1.6,88,193000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1660,800,Volkswagen,Passat,1994,Dyzelinas,1.9,66,,Universalas,Mechaninė,,,
1661,2599,Saab,9-3,2007,Benzinas,1.8,90,195000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1662,3799,Audi,A6,2008,Dyzelinas,2.0,100,373000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1663,6499,Chevrolet,Captiva,2012,Dyzelinas,2.2,135,184000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1664,2999,Dacia,Sandero,2010,Dyzelinas,1.5,50,178000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1665,2699,Toyota,Avensis,2005,Benzinas,1.8,95,254000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1666,3199,Jeep,Grand Cherokee,2005,Dyzelinas,3.0,160,323000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1667,4499,Toyota,Corolla,2011,Benzinas,1.3,73,199000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1668,3999,Volkswagen,Touareg,2004,Dyzelinas,3.0,165,315000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1669,1199,Volvo,V70,2003,Dyzelinas,2.4,120,279000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1670,6300,Toyota,Camry,2008,Benzinas/Elektra,2.4,138,245000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1671,76900,Mercedes Benz,G63 AMG,2014,Benzinas,5.5,400,161000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1672,6900,Toyota,Corolla,2015,Benzinas,1.6,97,405384,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1673,20450,Volkswagen,Golf,2018,Elektra,,100,44375,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1674,13900,Subaru,Legacy,2016,Benzinas,3.6,191,69400,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1675,11900,Kia,Sportage,2016,Dyzelinas,1.7,85,226933,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1676,10900,Kia,Sportage,2016,Dyzelinas,1.7,85,274105,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1677,34900,Tesla,Model 3,2019,Elektra,,195,69919,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1678,18900,Toyota,Land Cruiser,2012,Dyzelinas,3.0,140,435846,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1679,6500,Volkswagen,Routan,2011,Benzinas/Dujos,3.6,208,258168,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1680,11800,Ford,Focus,2018,Benzinas,1.0,92,73811,Universalas,Automatinė,Be defektų,Kairėje,4/5
1681,13700,Skoda,Octavia,2018,Benzinas,1.4,110,191915,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1682,9500,Opel,Ampera,2012,Benzinas/Elektra,1.4,111,205099,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1683,28350,Mazda,CX-5,2019,Benzinas,2.5,143,55458,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1684,13950,Volkswagen,Tiguan,2012,Dyzelinas,2.0,103,194034,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1685,26999,Audi,A8,2015,Benzinas,4.0,320,90000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1686,42990,Porsche,Macan,2018,Benzinas,2.0,185,33919,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1687,28950,Nissan,X-Trail,2021,Benzinas,1.3,117,14682,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1688,3000,Mercedes Benz,SL600,1995,Benzinas,,,100946,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
1689,1600,Saab,900,1992,Benzinas/Dujos,2.0,93,280000,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1690,1100,Audi,A4,1997,Benzinas,1.8,92,200000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1691,20750,Kia,Sportage,2018,Dyzelinas,1.6,136,64200,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1692,1350,Audi,A6,2000,Dyzelinas,2.5,,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1693,31000,Lexus,NX 300h,2020,Benzinas/Elektra,2.5,145,14800,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1694,2850,Opel,Zafira,2008,Dyzelinas,1.9,74,370000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1695,799,Mercedes Benz,C220,2001,Dyzelinas,2.1,105,198140,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1696,14950,BMW,Z4,2011,Benzinas,2.0,135,145000,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
1697,1799,Toyota,Avensis Verso,2004,Dyzelinas,2.0,85,286660,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1698,20999,Volkswagen,Golf,2020,Benzinas,1.5,96,26200,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1699,1550,Ford,Focus,2006,Dyzelinas,1.6,80,220223,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1700,1300,Mercedes Benz,A170,2002,Dyzelinas,1.7,77,160000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1701,6600,Opel,Insignia,2014,Dyzelinas,2.0,,,Universalas,Mechaninė,,,
1702,5200,BMW,525,2008,Dyzelinas,3.0,145,321532,Universalas,Automatinė,Be defektų,Kairėje,4/5
1703,1299,Toyota,Corolla,2003,Dyzelinas,2.0,66,368000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1704,999,Skoda,Fabia,2007,Benzinas,1.2,51,303000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1705,17950,Volvo,XC60,2017,Benzinas,2.0,180,174387,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1706,1000,Lancia,Kappa,1999,Benzinas,2.0,114,220000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1707,1200,Opel,Zafira,2005,Dyzelinas,2.2,92,,Vienatūris,Mechaninė,Smulkūs kėbulo defektai,,
1708,3700,Volvo,S80,2007,Dyzelinas,2.4,120,489000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1709,8900,BMW,635,2008,Dyzelinas,3.0,210,423303,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1710,13900,Seat,Alhambra,2013,Dyzelinas,2.0,130,146084,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1711,56900,Audi,e-tron,2019,Elektra,,265,28621,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1712,15300,Volkswagen,Passat,2017,Dyzelinas,2.0,110,239692,Universalas,Automatinė,Be defektų,Kairėje,4/5
1713,10900,BMW,530,2011,Dyzelinas,3.0,190,407621,Universalas,Automatinė,Be defektų,Kairėje,4/5
1714,1299,Volvo,V70,2002,Benzinas/Dujos,2.4,125,395000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1715,1699,Mazda,3,2007,Benzinas,1.6,77,225000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1716,2699,Ford,Mondeo,2008,Dyzelinas,2.0,103,386000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1717,3999,Ford,Focus,2012,Dyzelinas,2.0,103,327000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1718,4999,BMW,318,2007,Benzinas,2.0,95,215000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1719,1000,AC,Ace,2023,Benzinas,0.5,,,Hečbekas,Mechaninė,,,
1720,3999,Opel,Astra,2011,Dyzelinas,2.0,118,215000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1721,4999,BMW,320,2008,Dyzelinas,2.0,130,358000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1722,7500,Fiat,Scudo,2009,Dyzelinas,2.0,100,430159,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1723,1899,Audi,Allroad,2002,Benzinas,2.7,184,310000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1724,1699,Chevrolet,Captiva,2009,Benzinas/Dujos,3.2,169,319000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1725,1799,Toyota,Avensis,2004,Benzinas,1.6,81,292000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1726,3699,Audi,A6 Allroad,2006,Dyzelinas,3.0,171,288000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1727,2999,Mercedes Benz,Sprinter,2005,Dyzelinas,2.1,95,381000,Komercinis,Mechaninė,Be defektų,Kairėje,2/3
1728,1399,Citroen,Jumper,2006,Dyzelinas,2.2,88,347000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1729,1200,Audi,A4,2002,Benzinas/Dujos,3.0,162,,Sedanas,Automatinė,Pavarų dėžės defektas,Kairėje,4/5
1730,17500,Infiniti,QX56,2012,Benzinas,5.6,296,,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1731,1350,Volkswagen,Golf,1996,Benzinas,1.8,,197000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1732,2500,Peugeot,308,2011,Dyzelinas,1.6,66,15000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1733,13500,Mercedes Benz,GLS350,1979,Benzinas,3.5,147,262000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1734,9799,Toyota,Avensis,2016,Dyzelinas,2.0,105,215152,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1735,44700,Audi,A6,2019,,3.0,210,71000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1736,2800,Skoda,Octavia,2008,Dyzelinas,1.9,77,227400,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1737,7500,Ford,Focus,2016,Dyzelinas,1.5,70,178000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1738,9350,Audi,A5 Sportback,2010,Dyzelinas,2.0,125,237200,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1739,2500,Opel,Astra,2007,Dyzelinas,1.9,74,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1740,1999,Audi,A6,2007,Dyzelinas,2.7,132,353000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1741,999,Citroen,C4,2005,Benzinas,1.6,80,176000,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
1742,999,Volvo,V50,2005,Benzinas,1.8,92,275000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1743,749,Fiat,Panda,2004,Benzinas,1.2,44,198000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1744,33490,Audi,Q3,2020,Benzinas,2.0,170,14300,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1745,10650,Toyota,Auris,2014,Benzinas/Elektra,1.8,73,189000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1746,17950,Volkswagen,Golf,2017,Benzinas/Elektra,1.4,150,101772,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
1747,16365,Chevrolet,Corvette,2016,Benzinas,,,73867,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1748,6200,Chevrolet,Corvette,2015,Benzinas,,,84646,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1749,37990,Audi,Q7,2019,Benzinas,3.0,245,89450,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1750,4700,Toyota,Prius,2007,Benzinas/Elektra,1.5,73,248333,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
1751,5500,Mercedes Benz,C klasė,2011,Dyzelinas,2.2,88,280000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1752,1050,Smart,Forfour,2006,Dyzelinas,1.5,50,240000,Kita,Mechaninė,Be defektų,Kairėje,4/5
1753,1050,Skoda,Octavia,2000,Benzinas,1.6,75,96800,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1754,400,Audi,80,1992,Benzinas,2.0,,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1755,5200,Honda,Accord,2009,Dyzelinas,2.2,110,254000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1756,750,BMW,318,2000,Benzinas,1.9,85,,Sedanas,Mechaninė,Be defektų,Kairėje,
1757,4520,Toyota,Prius,2008,Benzinas/Elektra,1.5,,,Hečbekas,Automatinė,Be defektų,Kairėje,Kita
1758,9000,Toyota,Prius+,2014,Benzinas/Elektra,1.8,73,520000,Hečbekas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
1759,4000,Opel,Astra,2011,Dyzelinas,2.0,118,240000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1760,3700,Cadillac,SRX,2005,Benzinas,3.6,190,160000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
1761,4900,Peugeot,5008,2012,Dyzelinas,1.6,82,157000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1762,1600,Nissan,Pathfinder,2006,Benzinas/Dujos,4.0,,,Visureigis,Automatinė,Variklio defektas,Kairėje,
1763,520,Opel,Vectra,2003,Dyzelinas,2.0,74,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1764,3550,BMW,518,2006,Dyzelinas,2.5,130,395000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1765,7200,Toyota,Avensis,2011,Dyzelinas,2.0,93,163671,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1766,650,Renault,Scenic,2001,,1.9,,249400,Vienatūris,Mechaninė,,,
1767,6200,Audi,A6,2011,Dyzelinas,3.0,176,395000,Universalas,Automatinė,Be defektų,Kairėje,Kita
1768,8500,Opel,Insignia,2014,Benzinas,2.0,,80000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1769,1600,Opel,Omega,2002,Dyzelinas,2.5,110,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1770,2000,Peugeot,607,2007,Dyzelinas,2.0,100,306000,Sedanas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1771,1200,Opel,Vectra,2003,Dyzelinas,2.0,74,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1772,725,Nissan,Almera,2003,Benzinas,1.5,72,236500,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1773,2955,Volkswagen,Touran,2006,Benzinas,1.4,103,187654,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1774,2000,Opel,Vectra,2005,Dyzelinas,1.9,130,316542,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1775,3350,Mercedes Benz,ML230,1999,Benzinas/Dujos,2.3,110,271345,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1776,2700,Ford,C-MAX,2008,Dyzelinas,1.6,66,,Vienatūris,Mechaninė,Be defektų,Kairėje,
1777,25950,Toyota,C-HR,2021,Benzinas/Elektra,1.8,90,58000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
1778,2250,Seat,Leon,2006,Dyzelinas,2.0,125,250000,Hečbekas,Mechaninė,Pavarų dėžės defektas,Kairėje,4/5
1779,1500,Renault,Espace,2005,Dyzelinas,2.2,110,,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1780,1250,Honda,Civic,2003,Dyzelinas,1.7,74,270,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1781,1250,Citroen,C5,2005,Dyzelinas,1.6,80,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1782,1800,Opel,Vectra,2005,Dyzelinas,1.9,88,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1783,2700,Mitsubishi,Pajero Pinin,2002,Benzinas,2.0,95,236700,Visureigis,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
1784,1000,Audi,100,1988,Benzinas/Dujos,2.3,,,Universalas,Mechaninė,Be defektų,Kairėje,
1785,750,Renault,Scenic,2000,Benzinas,1.6,79,224222,Hečbekas,Mechaninė,Be defektų,Kairėje,
1786,1900,Opel,Astra,2005,Dyzelinas,1.7,,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1787,2350,Volkswagen,Golf,2004,Dyzelinas,2.0,103,,Hečbekas,Automatinė,,,
1788,8000,Mercedes Benz,Sprinter,2005,Dyzelinas,2.2,96,170000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
1789,1000,Volkswagen,Caddy,2005,Dyzelinas,1.9,51,,Komercinis,Mechaninė,Smulkūs kėbulo defektai,Kairėje,
