,Kaina,Markė,Modelis,Metai,Kuro tipas,"Darbinis tūris, l.","Galia, kW",Rida,Kėbulo tipas,Pavarų dėžė,Defektai,Vairo padėtis,Durų skaičius
793,28300,BMW,430,2018,Benzinas,2.0,185,76144,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,4/5
794,7500,Chevrolet,Cruze,2014,Benzinas,1.4,104,60486,Universalas,Automatinė,Be defektų,Kairėje,4/5
795,1100,Volvo,S40,2004,Dyzelinas,2.0,100,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
796,1199,Mazda,3,2006,Benzinas,1.6,77,229000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
797,2799,Honda,Civic,2007,Benzinas,1.8,103,233000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
798,2299,Honda,CR-V,2002,Benzinas,2.0,110,258000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
799,1499,Renault,Modus,2009,Dyzelinas,1.5,63,279000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
800,2699,Volkswagen,Touran,2007,Benzinas,1.6,75,185000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
801,2499,Hyundai,i30,2011,Benzinas,1.6,93,348000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
802,2599,Honda,CR-V,2002,Benzinas,2.0,110,173000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
803,5499,Honda,CR-V,2007,Benzinas,2.0,110,282000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
804,3999,Volkswagen,Caddy,2010,Benzinas/Dujos,2.0,80,129000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
805,2399,Kia,cee'd,2011,Dyzelinas,1.6,85,267000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
806,1199,Volvo,S60,2003,Dyzelinas,2.4,120,355000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
807,2999,Volkswagen,Caddy,2009,Benzinas/Dujos,2.0,80,218000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
808,1099,Citroen,C3 Pluriel,2004,Benzinas,1.4,54,206000,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
809,1149,Ford,Fiesta,2003,Benzinas,1.2,51,145000,Hečbekas,Mechaninė,Daužtas,Kairėje,4/5
810,6750,BMW,320,2008,Benzinas,2.0,125,250000,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
811,2200,Mercedes Benz,C270,2004,Dyzelinas,2.7,125,397000,Universalas,Automatinė,Be defektų,Kairėje,4/5
812,4250,Volkswagen,Multivan,1998,Dyzelinas,2.5,75,427000,Komercinis,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
813,1500,Volkswagen,Fox,2010,Dyzelinas,1.4,55,,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
814,9250,Volvo,XC60,2012,Benzinas,3.2,179,169441,Visureigis,Automatinė,Be defektų,Kairėje,4/5
815,22990,BMW,GT 330,2017,Benzinas/Elektra,2.0,185,41500,Sedanas,Automatinė,Be defektų,Kairėje,4/5
816,13450,Skoda,Octavia,2017,Dyzelinas,2.0,135,178127,Sedanas,Automatinė,Be defektų,Kairėje,4/5
817,43999,Mercedes Benz,GLE Coupe 350,2015,Dyzelinas,3.0,190,176000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
818,48500,BMW,X4,2019,Dyzelinas,3.0,195,48000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
819,1200,Renault,Espace,1999,Dyzelinas,2.2,,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
820,400,Volkswagen,Golf,1987,Dyzelinas,1.6,,,Kupė/Sportas,Mechaninė,Be defektų,Kairėje,2/3
821,7500,Mercedes Benz,CLS280,2008,Dyzelinas,3.2,,,Sedanas,Automatinė,Be defektų,Kairėje,
822,3050,Toyota,Corolla,2006,Dyzelinas,2.0,85,195692,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
823,4200,Dodge,Nitro,2010,Dyzelinas,2.8,130,243000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
824,23000,Citroen,Berlingo,2023,Benzinas,1.2,110,0,Vienatūris,Mechaninė,Be defektų,Kairėje,2/3
825,649,Saab,9-3,2004,Benzinas,2.0,154,449000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
826,899,Saab,9-5,2000,Benzinas,2.3,136,261000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
827,5500,Toyota,Verso,2012,Dyzelinas,2.0,93,233000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
828,899,Citroen,C3,2007,Benzinas,1.4,54,159370,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
829,3600,BMW,330,2005,Dyzelinas,3.0,170,220000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
830,3290,Toyota,Corolla,2008,Dyzelinas,2.2,100,248390,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
831,41999,Porsche,Macan,2018,Benzinas,2.0,185,17900,Visureigis,Automatinė,Be defektų,Kairėje,4/5
832,13800,Seat,Ateca,2017,Dyzelinas,1.6,,,Visureigis,Mechaninė,,,
833,4500,BMW,530,2007,Dyzelinas,3.0,173,,Universalas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
834,750,Audi,A6,1998,Dyzelinas,2.5,110,503600,Universalas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
835,7700,Seat,Leon,2016,Dyzelinas,1.6,81,,Universalas,Mechaninė,,,
836,2250,Mercedes Benz,Sprinter,2004,Dyzelinas,2.7,,,Komercinis,Automatinė,,,
837,899,Honda,Accord,1999,Benzinas/Dujos,1.9,100,323000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
838,799,Volkswagen,Golf,1998,Benzinas,1.6,74,255000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
839,899,Nissan,Primera,2007,Benzinas,1.8,85,252000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
840,25999,BMW,X5,2014,Benzinas,3.0,225,230400,Visureigis,Automatinė,Be defektų,Kairėje,4/5
841,7200,Audi,A4,2011,Dyzelinas,2.0,125,272080,Universalas,Mechaninė,Be defektų,Kairėje,4/5
842,22999,Ford,Fusion,2019,Benzinas/Elektra,2.0,143,60000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
843,8000,Toyota,Prius,2012,Benzinas/Elektra,1.8,73,231000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
844,750,Skoda,Fabia,2004,Dyzelinas,1.4,55,230000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
845,46999,BMW,X3,2021,Benzinas,3.0,285,4800,Visureigis,Automatinė,Be defektų,Kairėje,4/5
846,4000,BMW,i3,2015,Elektra,,,0,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
847,9500,Volkswagen,ID.4,2022,Elektra,,,0,Visureigis,Automatinė,Be defektų,Kairėje,4/5
848,1400,Volkswagen,Lupo,2002,Benzinas,1.4,55,285000,Sedanas,Automatinė,Be defektų,Kairėje,2/3
849,899,Peugeot,206,2003,Dyzelinas,1.4,50,162000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
850,39999,BMW,540,2018,Benzinas,3.0,250,39057,Sedanas,Automatinė,Be defektų,Kairėje,4/5
851,999,Mazda,2,2007,Benzinas,1.4,59,188000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
852,1999,Opel,Vivaro,2003,Dyzelinas,1.9,74,241000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
853,1799,Ford,Mondeo,2008,Dyzelinas,2.0,85,312000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
854,1399,Volkswagen,Passat,2005,Benzinas,1.6,85,194000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
855,4999,Nissan,Qashqai,2012,Benzinas,1.6,86,166000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
856,1999,Mercedes Benz,E320,2002,Benzinas/Dujos,3.2,165,323000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
857,1799,Toyota,Avensis,2007,Dyzelinas,2.2,130,273000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
858,1799,Volvo,XC70,2001,Benzinas,2.4,147,346000,Universalas,Automatinė,Be defektų,Kairėje,4/5
859,1999,Opel,Vivaro,2003,Dyzelinas,1.9,74,241000,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
860,1799,Ford,Mondeo,2008,Dyzelinas,2.0,85,312000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
861,1399,Volkswagen,Passat,2005,Benzinas,1.6,85,194000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
862,4999,Nissan,Qashqai,2012,Benzinas,1.6,86,166000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
863,1999,Mercedes Benz,E320,2002,Benzinas/Dujos,3.2,165,323000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
864,1799,Toyota,Avensis,2007,Dyzelinas,2.2,130,273000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
865,1799,Volvo,XC70,2001,Benzinas,2.4,147,346000,Universalas,Automatinė,Be defektų,Kairėje,4/5
866,2899,BMW,520,2004,Benzinas,2.2,125,351000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
867,1999,Chrysler,Pacifica,2008,Benzinas,4.0,190,165000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
868,2199,Honda,Jazz,2003,Benzinas/Dujos,1.3,61,239000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
869,2499,Opel,Zafira,2007,Benzinas,1.8,103,249000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
870,400,Nissan,Primera,2003,Dyzelinas,2.2,93,,Hečbekas,Mechaninė,Daužtas,Kairėje,4/5
871,1599,Opel,Vectra,2005,Dyzelinas,1.9,110,257000,Universalas,Automatinė,Be defektų,Kairėje,4/5
872,2699,Renault,Kangoo,2008,Dyzelinas,1.5,50,239000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
873,2799,Suzuki,Grand Vitara,2006,Benzinas,2.0,103,194000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
874,700,Volkswagen,Golf,2004,Dyzelinas,1.9,66,320000,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,2/3
875,19200,Skoda,Superb,2017,Benzinas,1.4,110,43868,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
876,21200,Skoda,Superb,2018,Benzinas,1.8,132,67318,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
877,18950,Hyundai,Kona,2019,Benzinas,1.6,130,31720,Visureigis,Automatinė,Be defektų,Kairėje,4/5
878,5750,Volvo,XC70,2008,Dyzelinas,2.4,134,420000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
879,3100,Toyota,Corolla,2005,Dyzelinas,2.0,85,,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
880,2200,Renault,Scenic,2007,Dyzelinas,1.9,96,,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
881,7200,BMW,318,2013,Dyzelinas,2.0,105,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
882,1950,Ford,Transit,1999,Dyzelinas,2.5,63,168032,Komercinis,Automatinė,Be defektų,Kairėje,
883,19750,Mazda,CX-3,2018,Benzinas,2.0,88,25125,Visureigis,Automatinė,Be defektų,Kairėje,4/5
884,7700,Honda,CR-V,2011,Dyzelinas,2.2,110,212500,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
885,8300,Audi,A5,2009,Benzinas,2.0,155,246354,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
886,59999,Porsche,Macan,2020,Benzinas,2.0,185,44000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
887,350,Ford,Galaxy,1998,Dyzelinas,1.9,66,380000,Minivenas,Mechaninė,Be defektų,Kairėje,4/5
888,1500,Peugeot,407,2005,Dyzelinas,2.0,,,Universalas,Automatinė,Be defektų,Kairėje,4/5
889,24500,Nissan,Juke,2021,Benzinas,1.0,114,9792,Visureigis,Automatinė,Be defektų,Kairėje,4/5
890,3500,Mercedes Benz,Sprinter,2018,Elektra,1.3,,,Vienatūris,Mechaninė,,,
891,1650,Volvo,V70,2001,Dyzelinas,2.4,120,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
892,5199,Peugeot,5008,2012,Dyzelinas,1.6,74,242000,Minivenas,Automatinė,Be defektų,Kairėje,4/5
893,3900,Toyota,Yaris,2010,Dyzelinas,1.4,66,196260,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
894,7900,Opel,Movano,2005,Dyzelinas,3.0,,,Vienatūris,Mechaninė,,,
895,5500,Opel,Astra,2011,Dyzelinas,1.7,92,263100,Universalas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
896,8900,Renault,Master,2009,Dyzelinas,2.5,88,149000,Kita,Mechaninė,Be defektų,Kairėje,4/5
897,17500,Audi,A7 Sportback,2013,Benzinas,3.0,228,136000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
898,34299,Volvo,XC90,2016,Benzinas,2.0,235,140000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
899,5199,Peugeot,5008,2012,Dyzelinas,1.6,74,242000,Minivenas,Automatinė,Be defektų,Kairėje,4/5
900,3900,Toyota,Yaris,2010,Dyzelinas,1.4,66,196260,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
901,7900,Opel,Movano,2005,Dyzelinas,3.0,,,Vienatūris,Mechaninė,,,
902,5500,Opel,Astra,2011,Dyzelinas,1.7,92,263100,Universalas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
903,8900,Renault,Master,2009,Dyzelinas,2.5,88,149000,Kita,Mechaninė,Be defektų,Kairėje,4/5
904,17500,Audi,A7 Sportback,2013,Benzinas,3.0,228,136000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
905,34299,Volvo,XC90,2016,Benzinas,2.0,235,140000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
906,500,Opel,Vectra,1998,Benzinas,1.8,,200000,Sedanas,Automatinė,Be defektų,Kairėje,Kita
907,102999,Mercedes Benz,GLS63 AMG,2021,Benzinas,4.0,450,24000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
908,5100,Ford,Mondeo,2011,Dyzelinas,2.0,103,,Universalas,Mechaninė,,,
909,5200,Mercedes Benz,C200,2010,Dyzelinas,2.2,,,Universalas,Mechaninė,,,
910,20900,Porsche,Cayenne Coupe,2012,Dyzelinas,3.0,,,Visureigis,Automatinė,,,
911,3800,Opel,Insignia,2012,Dyzelinas,2.0,,,Universalas,Mechaninė,,,
912,900,Lexus,IS 200,1999,Benzinas,2.0,114,,Sedanas,Automatinė,Be defektų,Kairėje,4/5
913,3600,Toyota,Auris,2007,Dyzelinas,2.0,93,219104,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
914,14500,Tesla,Model S,2016,Elektra,,,3,Sedanas,Automatinė,Be defektų,Kairėje,4/5
915,32950,BMW,X6,2015,Dyzelinas,3.0,190,121964,Visureigis,Automatinė,Be defektų,Kairėje,4/5
916,1500,Audi,A2,2000,Benzinas,1.4,55,275708,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
917,8999,BMW,X1,2011,Benzinas,2.0,110,120000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
918,18299,Nissan,Qashqai,2019,Benzinas,1.3,117,96563,Visureigis,Automatinė,Be defektų,Kairėje,4/5
919,9950,Skoda,Superb,2015,Benzinas,1.6,77,266100,Universalas,Automatinė,Be defektų,Kairėje,4/5
920,1350,Volkswagen,Passat,2002,Dyzelinas,1.9,96,,Universalas,Mechaninė,Be defektų,Kairėje,4/5
921,1799,Volvo,S40,2006,Dyzelinas,1.6,80,262000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
922,1999,Mazda,6,2008,Benzinas,2.0,108,255000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
923,1999,Nissan,X-Trail,2002,Dyzelinas,2.2,100,357000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
924,1799,Renault,Kangoo,2007,Benzinas,1.1,55,157000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
925,8800,Toyota,Land Cruiser,2005,Dyzelinas,3.0,122,360000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
926,3499,Opel,Meriva,2011,Benzinas,1.4,88,212000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
927,2199,Peugeot,607,2009,Dyzelinas,2.7,150,252000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
928,2299,Skoda,Octavia,2010,Benzinas,1.2,77,313000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
929,1799,Ford,Focus,2006,Dyzelinas,1.8,85,205000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
930,4399,Ford,Grand C-MAX,2013,Dyzelinas,1.6,85,294000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
931,6999,Citroen,DS5,2012,Dyzelinas,2.0,120,262000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
932,4499,Honda,CR-V,2007,Benzinas,2.0,110,276000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
933,1799,BMW,325,2002,Benzinas,2.5,141,259000,Universalas,Automatinė,Be defektų,Kairėje,4/5
934,2599,Honda,Civic,2007,Benzinas,1.8,103,267000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
935,10500,BMW,528,2011,Benzinas/Dujos,3.0,190,270000,Sedanas,Automatinė,Be defektų,Kairėje,
936,3699,Kia,Sorento,2007,Dyzelinas,2.5,125,238000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
937,999,Citroen,C3,2006,Benzinas,1.4,54,169000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
938,2499,Opel,Zafira,2006,Benzinas,1.8,103,289000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
939,960,Volkswagen,Golf,1999,Dyzelinas,1.9,66,280000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
940,1200,Volkswagen,Touran,2005,Dyzelinas,2.0,,324000,Vienatūris,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
941,850,Ford,Transit,1994,Dyzelinas,2.5,,,Komercinis,Mechaninė,Be defektų,Kairėje,
942,3200,Mercedes Benz,E280,2007,Dyzelinas,3.0,140,270650,Universalas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
943,1700,Dodge,Stealth,1992,Benzinas,3.0,120,140000,Kupė/Sportas,Automatinė,Smulkūs kėbulo defektai,Kairėje,2/3
944,4000,BMW,320,2005,Dyzelinas,2.0,120,339106,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
945,550,Audi,80,1989,Benzinas,1.8,66,199999,Sedanas,Mechaninė,Be defektų,Kairėje,
946,4350,Toyota,RAV4,2008,Dyzelinas,2.2,100,266349,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
947,1500,Audi,A4,2003,Dyzelinas,1.9,74,308835,Universalas,Mechaninė,,Kairėje,
948,1800,Ford,Focus,2007,Dyzelinas,1.5,66,289000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
949,3500,Ford,Mondeo,2008,Dyzelinas,2.0,96,271000,Universalas,Automatinė,Be defektų,Kairėje,4/5
950,6000,Audi,A4,2009,Dyzelinas,2.0,100,457900,Universalas,Mechaninė,Be defektų,Kairėje,4/5
951,15900,Jeep,Grand Cherokee,2018,Benzinas,3.6,216,100000,Visureigis,Automatinė,Daužtas,Kairėje,4/5
952,5400,Dodge,Journey,2010,Dyzelinas,2.0,103,252000,Vienatūris,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
953,1200,BMW,525,2002,Dyzelinas,2.5,120,350000,Universalas,Mechaninė,Be defektų,Kairėje,
954,799,Hyundai,Getz,2007,Benzinas,1.4,71,175000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
955,15900,Volkswagen,Polo,2018,Dyzelinas,1.6,70,32640,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
956,4500,BMW,530,2003,Dyzelinas,3.0,142,248000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
957,15250,Toyota,Sienna,2014,Benzinas/Dujos,3.5,198,125276,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
958,1000,Opel,Zafira,2001,Dyzelinas,2.0,74,309633,Universalas,Mechaninė,Be defektų,Kairėje,4/5
959,1200,BMW,525,2002,Dyzelinas,2.5,120,350000,Universalas,Mechaninė,Be defektų,Kairėje,
960,799,Hyundai,Getz,2007,Benzinas,1.4,71,175000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
961,15900,Volkswagen,Polo,2018,Dyzelinas,1.6,70,32640,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
962,4500,BMW,530,2003,Dyzelinas,3.0,142,248000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
963,15250,Toyota,Sienna,2014,Benzinas/Dujos,3.5,198,125276,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
964,1000,Opel,Zafira,2001,Dyzelinas,2.0,74,309633,Universalas,Mechaninė,Be defektų,Kairėje,4/5
965,1300,Opel,Vectra,2003,Dyzelinas,2.0,74,250516,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
966,4600,Nissan,Leaf,2011,Elektra,,80,110000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
967,1050,Skoda,Octavia,2005,Dyzelinas,1.9,77,520863,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
968,1199,Ford,Focus,2005,Dyzelinas,1.6,80,269000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
969,3000,Mercedes Benz,C220,2006,Dyzelinas,2.2,110,270000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
970,1000,Ford,Focus,2006,Dyzelinas,1.8,86,360000,Universalas,Mechaninė,,,4/5
971,1500,Mercedes Benz,C200,2005,Dyzelinas,2.1,90,426905,Universalas,Automatinė,Be defektų,Kairėje,4/5
972,1050,Citroen,C5,2005,Dyzelinas,1.6,80,410000,Hečbekas,Mechaninė,,,4/5
973,800,Peugeot,407,2005,Dyzelinas,2.0,100,300,Sedanas,Automatinė,Be defektų,Kairėje,4/5
974,18200,Toyota,RAV4,2014,Benzinas,2.0,1123,59600,Visureigis,Automatinė,Be defektų,Kairėje,4/5
975,1150,Honda,Civic,2002,Dyzelinas,1.7,74,,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
976,2200,Ford,Transit,2007,Dyzelinas,2.2,68,198000,Kita,Mechaninė,Kiti stambūs defektai,Kairėje,4/5
977,1850,Lada,-kiti-,1988,Benzinas,1.3,47,99000,Hečbekas,Mechaninė,Be defektų,Kairėje,
978,1350,Volkswagen,Golf,2000,Benzinas,1.6,77,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
979,2400,Mercedes Benz,E320,2004,Dyzelinas,3.2,,,Universalas,Automatinė,Be defektų,Kairėje,4/5
980,3999,BMW,320,2008,Dyzelinas,2.0,130,315185,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
981,4850,Citroen,Berlingo,2012,Dyzelinas,1.6,68,155000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
982,5400,Audi,A4,2006,Dyzelinas,2.0,103,,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
983,1900,Renault,Scenic,2007,Benzinas/Dujos,1.6,,290233,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
984,3150,BMW,320,2006,Dyzelinas,2.0,120,340158,Universalas,Mechaninė,Be defektų,Kairėje,4/5
985,3000,Audi,A8,2004,Dyzelinas,4.0,202,420000,Sedanas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
986,3300,Renault,Clio,2012,Benzinas,1.4,,,Hečbekas,Mechaninė,Be defektų,,4/5
987,18000,Renault,Trafic,2018,Dyzelinas,1.6,94,,Kita,Mechaninė,Be defektų,Kairėje,
988,850,BMW,320,2004,Dyzelinas,2.0,110,,Sedanas,Automatinė,Be defektų,Kairėje,4/5
989,4500,Volkswagen,Caddy,2008,Dyzelinas,1.9,77,244800,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
990,12700,Mercedes Benz,GLK250,2013,Dyzelinas,2.1,,320000,SUV,Automatinė,Be defektų,Kairėje,4/5
991,3200,Audi,A4,2002,Benzinas/Dujos,2.4,125,,Kabrioletas/Roadster,Mechaninė,Be defektų,Kairėje,2/3
992,1800,Volvo,S80,2006,Dyzelinas,2.4,120,349639,Sedanas,Automatinė,Be defektų,Kairėje,4/5
993,350,Opel,Astra,1998,Dyzelinas,2.0,60,300000,Kupė/Sportas,Mechaninė,Be defektų,,2/3
994,2000,Volkswagen,Golf,2009,Benzinas,1.4,103,,Hečbekas,Mechaninė,Variklio defektas,Kairėje,
995,3000,Volkswagen,Transporter,2007,Dyzelinas,2.5,96,340470,Universalas,Automatinė,Be defektų,Kairėje,
996,2500,Opel,Zafira,2008,Dyzelinas,1.9,88,304930,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
997,2300,BMW,320,2005,Dyzelinas,2.0,,467370,Universalas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
998,12500,Audi,A4,2015,Benzinas,2.0,165,178,Sedanas,Automatinė,Be defektų,Kairėje,4/5
999,350,Opel,Astra,1998,Dyzelinas,2.0,60,300000,Kupė/Sportas,Mechaninė,Be defektų,,2/3
1000,2000,Volkswagen,Golf,2009,Benzinas,1.4,103,,Hečbekas,Mechaninė,Variklio defektas,Kairėje,
1001,3000,Volkswagen,Transporter,2007,Dyzelinas,2.5,96,340470,Universalas,Automatinė,Be defektų,Kairėje,
1002,2500,Opel,Zafira,2008,Dyzelinas,1.9,88,304930,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1003,2300,BMW,320,2005,Dyzelinas,2.0,,467370,Universalas,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
1004,12500,Audi,A4,2015,Benzinas,2.0,165,178,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1005,6999,BMW,330,2011,Dyzelinas,3.0,150,2800000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1006,3800,Mercedes Benz,S500,2004,Benzinas/Dujos,5.0,225,,Sedanas,Automatinė,Be defektų,Kairėje,4/5
1007,21000,Volvo,v90,2017,Dyzelinas,2.0,140,315000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1008,2900,Honda,CR-V,2004,Benzinas/Dujos,2.0,110,320000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
1009,3800,Audi,A3,2007,Dyzelinas,2.0,103,256000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
1010,2700,Toyota,Verso,2005,Dyzelinas,2.0,85,26500,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
1011,3800,Volkswagen,Passat,2007,Dyzelinas,2.0,103,289000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
1012,1300,Lada,21011,1980,Benzinas,1.3,3,,Sedanas,Mechaninė,,,4/5
1013,550,Opel,Astra,2004,Dyzelinas,1.7,74,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
1014,2200,Volkswagen,Passat,2007,Dyzelinas,1.9,77,390000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1015,1350,Toyota,Avensis,2005,Dyzelinas,2.2,110,306350,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
1016,2100,Volvo,V70,2003,Dyzelinas,2.4,120,260000,Universalas,Automatinė,Be defektų,Kairėje,4/5
1017,2200,Citroen,C5,2010,Dyzelinas,2.0,120,353000,Universalas,Automatinė,Daužtas,Kairėje,
